Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
Skyfall,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2012,"Action, Adventure, Thriller",7.8,81.0,143,688831,PG-13,"304,360,277"
The Fighter I,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",2010,"Action, Biography, Drama",7.8,79.0,116,362821,R,"93,617,009"
Taken I,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",2008,"Action, Crime, Thriller",7.8,51.0,90,596766,PG-13,"145,000,989"
Drive I,"An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.",2011,"Action, Drama",7.8,78.0,100,624002,R,"35,061,555"
Avatar,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,2009,"Action, Adventure, Fantasy",7.8,83.0,162,1210732,PG-13,"760,507,625"
Apocalypto,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",2006,"Action, Adventure, Drama",7.8,68.0,139,309729,R,"50,866,635"
Hot Fuzz,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",2007,"Action, Comedy, Mystery",7.8,81.0,121,499034,R,"23,637,265"
Serenity,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,2005,"Action, Adventure, Sci-Fi",7.8,74.0,119,294690,PG-13,"25,514,517"
The Last Samurai,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,2003,"Action, Drama",7.8,55.0,154,434174,R,"111,110,575"
Cowboy Bebop: The Movie,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",2001,"Animation, Action, Crime",7.8,61.0,115,48358,TV-14,"1,000,045"
Joint Security Area,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",2000,"Action, Drama, Thriller",7.8,58.0,110,29948,Not Rated,
Ninja Scroll,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,1993,"Animation, Action, Adventure",7.8,,94,37322,Not Rated,
The Fugitive,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",1993,"Action, Crime, Drama",7.8,87.0,130,290999,PG-13,"183,875,760"
Batman: Mask of the Phantasm,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,1993,"Animation, Action, Adventure",7.8,,76,50379,PG,"5,617,391"
The Killer,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,1989,"Action, Crime, Drama",7.8,82.0,111,48283,R,
Predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987,"Action, Adventure, Horror",7.8,45.0,107,403589,R,"59,735,548"
Ghostbusters,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",1984,"Action, Comedy, Fantasy",7.8,71.0,105,407497,PG,"238,632,124"
"Aguirre, the Wrath of God","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",1972,"Action, Adventure, Biography",7.8,,95,56829,Not Rated,
Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,2018,"Action, Drama, Thriller",7.7,,138,30316,Not Rated,
Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",2018,"Action, Adventure, Comedy",7.7,66.0,119,561208,R,"324,591,735"
Mission: Impossible - Fallout,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,"Action, Adventure, Thriller",7.7,86.0,147,325483,PG-13,"220,159,104"
Udta Punjab,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,2016,"Action, Crime, Drama",7.7,,148,30276,Not Rated,
Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,2016,"Animation, Action, Adventure",7.7,84.0,101,127908,PG,"48,023,088"
Kingsman: The Secret Service,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",2014,"Action, Adventure, Comedy",7.7,60.0,129,656581,R,"128,261,724"
The Man from Nowhere,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,2010,"Action, Crime, Drama",7.7,,119,69015,R,"6,460"
The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",2014,"Animation, Action, Adventure",7.7,83.0,100,349670,PG,"257,760,692"
Gravity,Two astronauts work together to survive after an accident leaves them stranded in space.,2013,"Action, Drama, Sci-Fi",7.7,96.0,91,815404,PG-13,"274,092,705"
Star Trek Into Darkness,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013,"Action, Adventure, Sci-Fi",7.7,72.0,132,480905,PG-13,"228,778,661"
X-Men: First Class,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",2011,"Action, Adventure, Sci-Fi",7.7,65.0,131,684210,PG-13,"146,408,305"
3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,2007,"Action, Crime, Drama",7.7,76.0,122,308193,R,"53,606,916"
Kung Fu Hustle,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2004,"Action, Comedy, Fantasy",7.7,78.0,99,138028,R,"17,108,591"
The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",2004,"Action, Mystery, Thriller",7.7,73.0,108,459329,PG-13,"176,241,941"
Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2004,"Action, Crime, Drama",7.7,47.0,146,358771,R,"77,911,774"
Black Hawk Down,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",2001,"Action, Drama, History",7.7,74.0,144,391545,R,"108,638,745"
The Count of Monte Cristo,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",2002,"Action, Adventure, Drama",7.7,61.0,131,137289,PG-13,"54,234,062"
Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",2002,"Action, Crime, Mystery",7.7,80.0,145,543843,PG-13,"132,072,926"
The Boondock Saints,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,1999,"Action, Thriller",7.7,44.0,108,238185,R,"25,812"
Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,2001,"Action, Crime, Drama",7.7,69.0,122,428359,R,"76,631,907"
Run Lola Run,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",1998,"Action, Crime, Thriller",7.7,77.0,80,197964,R,"7,267,585"
The Last of the Mohicans,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,1992,"Action, Adventure, Drama",7.7,76.0,112,167329,R,"75,505,856"
Hard Boiled,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,1992,"Action, Crime, Thriller",7.7,,128,50299,R,
Star Trek II: The Wrath of Khan,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",1982,"Action, Adventure, Sci-Fi",7.7,67.0,113,120461,PG,"78,912,963"
First Blood,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,1982,"Action, Adventure, Thriller",7.7,61.0,93,248327,R,"47,212,904"
Badlands,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,1973,"Action, Crime, Drama",7.7,93.0,94,72469,PG,
The French Connection,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",1971,"Action, Crime, Drama",7.7,94.0,104,121623,R,"15,630,710"
Dirty Harry,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",1971,"Action, Crime, Thriller",7.7,87.0,102,155055,R,"35,900,000"
The Dirty Dozen,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1967,"Action, Adventure, War",7.7,73.0,150,72662,Approved,"45,300,000"
Bonnie and Clyde,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,"Action, Biography, Crime",7.7,86.0,111,112049,R,
Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",1964,"Action, Adventure, Thriller",7.7,87.0,110,188646,PG,"51,081,062"
The Longest Day,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",1962,"Action, Drama, History",7.7,75.0,178,55695,G,"39,100,000"
The Magnificent Seven,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,1960,"Action, Adventure, Western",7.7,74.0,128,94346,Approved,"4,905,000"
Key Largo,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",1948,"Action, Crime, Drama",7.7,,100,40648,Not Rated,
Scarface,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",1932,"Action, Crime, Drama",7.7,87.0,93,27840,PG,
